TOA_ns,Freq_MHz,PW_ns,Az_deg,El_deg,Ground_Truth,Predicted_Cluster
1.72e+06,5900,4000,20.2464,8.3387,Emitter_1,Emitter_1
1.805e+06,6100,4000,-24.9178,14.8566,Emitter_2,Emitter_2
1.82e+06,5900,4000,19.9544,7.748,Emitter_1,Emitter_1
1.92e+06,5900,4000,19.6702,8.1952,Emitter_1,Emitter_1
1.93e+06,6100,4000,-24.4767,14.852,Emitter_2,Emitter_2
2.02e+06,5900,4000,20.2973,8.1629,Emitter_1,Emitter_1
2.055e+06,6100,4000,-24.7362,14.8809,Emitter_2,Emitter_2
2.12e+06,5900,4000,19.7338,8.0696,Emitter_1,Emitter_1
2.18e+06,6100,4000,-24.9545,15.2211,Emitter_2,Emitter_2
2.22e+06,5900,4000,20.0467,8.0656,Emitter_1,Emitter_1
2.305e+06,6100,4000,-25.185,15.299,Emitter_2,Emitter_2
2.32e+06,5900,4000,20.3486,8.0671,Emitter_1,Emitter_1
2.42e+06,5900,4000,20.2716,8.0203,Emitter_1,Emitter_1
2.43e+06,6100,4000,-25.3975,15.0884,Emitter_2,Emitter_2
2.47605e+06,5853.01,4594.42,38.4534,9.6486,Noise,Noise
2.52e+06,5900,4000,20.1156,8.1894,Emitter_1,Emitter_1
2.555e+06,6100,4000,-24.6309,15.198,Emitter_2,Emitter_2
2.62e+06,5900,4000,19.4171,7.9041,Emitter_1,Emitter_1
2.68e+06,6100,4000,-24.2334,14.771,Emitter_2,Emitter_2
2.72e+06,5900,4000,19.8119,7.8083,Emitter_1,Emitter_1
2.805e+06,6100,4000,-25.5517,14.7017,Emitter_2,Emitter_2
2.82e+06,5900,4000,19.8899,8.4485,Emitter_1,Emitter_1
2.92e+06,5900,4000,19.6537,8.2905,Emitter_1,Emitter_1
2.93e+06,6100,4000,-24.7358,15.1494,Emitter_2,Emitter_2
3.02e+06,5900,4000,19.3269,7.8995,Emitter_1,Emitter_1
3.055e+06,6100,4000,-24.9591,14.6631,Emitter_2,Emitter_2
3.12e+06,5900,4000,20.0651,8.1759,Emitter_1,Emitter_1
3.18e+06,6100,4000,-24.6933,14.6326,Emitter_2,Emitter_2
3.22e+06,5900,4000,20.2845,8.238,Emitter_1,Emitter_1
3.305e+06,6100,4000,-24.5364,15.8572,Emitter_2,Noise
3.32e+06,5900,4000,19.8605,7.8613,Emitter_1,Emitter_1
3.42e+06,5900,4000,20.3432,7.9426,Emitter_1,Emitter_1
3.43e+06,6100,4000,-24.8534,15.1749,Emitter_2,Emitter_2
3.52e+06,5900,4000,19.4897,7.66,Emitter_1,Emitter_1
3.555e+06,6100,4000,-25.1971,14.4569,Emitter_2,Emitter_2
3.62e+06,5900,4000,19.6322,8.1491,Emitter_1,Emitter_1
3.68e+06,6100,4000,-25.2411,14.6721,Emitter_2,Emitter_2
3.72e+06,5900,4000,20.057,8.2071,Emitter_1,Emitter_1
3.805e+06,6100,4000,-25.5788,15.5167,Emitter_2,Emitter_2
3.82e+06,5900,4000,19.8291,8.0476,Emitter_1,Emitter_1
3.85533e+06,6102.16,3540.13,46.3445,12.4303,Noise,Noise
3.88836e+06,5795.07,4000,28.2125,2.0068,Noise,Noise
3.92e+06,5900,4000,20.2502,7.9072,Emitter_1,Emitter_1
3.93e+06,6100,4000,-24.8909,15.1139,Emitter_2,Emitter_2
4.02e+06,5900,4000,20.1827,7.8014,Emitter_1,Emitter_1
4.055e+06,6100,4000,-25.1236,14.9481,Emitter_2,Emitter_2
4.12e+06,5900,4000,19.8548,7.8855,Emitter_1,Emitter_1
4.18e+06,6100,4000,-24.6142,14.9903,Emitter_2,Emitter_2
4.22e+06,5900,4000,19.5217,8.1461,Emitter_1,Emitter_1
4.305e+06,6100,4000,-24.7877,14.9412,Emitter_2,Emitter_2
4.32e+06,5900,4000,19.8122,8.0037,Emitter_1,Emitter_1
4.42e+06,5900,4000,20.1923,8.134,Emitter_1,Emitter_1
4.43e+06,6100,4000,-25.1369,14.5779,Emitter_2,Emitter_2
4.52e+06,5900,4000,20.2662,7.9705,Emitter_1,Emitter_1
4.555e+06,6100,4000,-25.7911,14.9215,Emitter_2,Emitter_2
4.62e+06,5900,4000,19.8307,7.9761,Emitter_1,Emitter_1
4.68e+06,6100,4000,-24.9774,14.6142,Emitter_2,Emitter_2
4.72e+06,5900,4000,19.3251,7.5659,Emitter_1,Emitter_1
4.73511e+06,6225.84,3681.06,-38.9648,-4.6057,Noise,Noise
4.805e+06,6100,4000,-25.0138,15.0161,Emitter_2,Emitter_2
4.82e+06,5900,4000,19.4709,7.7008,Emitter_1,Emitter_1
4.92e+06,5900,4000,20.1599,7.7284,Emitter_1,Emitter_1
4.93e+06,6100,4000,-25.8624,14.7255,Emitter_2,Emitter_2
5.02e+06,5900,4000,19.8487,8.3898,Emitter_1,Emitter_1
5.055e+06,6100,4000,-24.8371,15.1161,Emitter_2,Emitter_2
5.12e+06,5900,4000,19.8575,8.2213,Emitter_1,Emitter_1
5.18e+06,6100,4000,-25.4615,15.0475,Emitter_2,Emitter_2
5.22e+06,5900,4000,19.6266,7.9384,Emitter_1,Emitter_1
5.305e+06,6100,4000,-24.591,15.2331,Emitter_2,Emitter_2
5.32e+06,5900,4000,19.62,7.8983,Emitter_1,Emitter_1
5.42e+06,5900,4000,20.3361,7.4818,Emitter_1,Emitter_1
5.43e+06,6100,4000,-25.0381,14.8596,Emitter_2,Emitter_2
5.52e+06,5900,4000,20.1738,8.0713,Emitter_1,Emitter_1
5.555e+06,6100,4000,-25.2517,15.1403,Emitter_2,Emitter_2
5.62e+06,5900,4000,19.7623,7.5662,Emitter_1,Emitter_1
5.68e+06,6100,4000,-24.922,15.1888,Emitter_2,Emitter_2
5.72e+06,5900,4000,20.0289,7.8412,Emitter_1,Emitter_1
5.805e+06,6100,4000,-24.9473,15.2456,Emitter_2,Emitter_2
5.82e+06,5900,4000,20.0931,8.0066,Emitter_1,Emitter_1
5.92e+06,5900,4000,20.6407,7.9282,Emitter_1,Emitter_1
5.93e+06,6100,4000,-24.9622,15.2354,Emitter_2,Emitter_2
6.02e+06,5900,4000,19.5906,8.0538,Emitter_1,Emitter_1
6.055e+06,6100,4000,-24.6517,14.7586,Emitter_2,Emitter_2
6.07873e+06,6095.25,4552.36,-4.6017,5.7526,Noise,Noise
6.12e+06,5900,4000,20.088,8.4078,Emitter_1,Emitter_1
6.18e+06,6100,4000,-25.7233,15.463,Emitter_2,Emitter_2
6.22e+06,5900,4000,20.334,8.1071,Emitter_1,Emitter_1
6.305e+06,6100,4000,-24.8973,14.4857,Emitter_2,Emitter_2
6.32e+06,5900,4000,20.5853,7.6434,Emitter_1,Emitter_1
6.42e+06,5900,4000,19.7441,7.722,Emitter_1,Emitter_1
6.43e+06,6100,4000,-25.2855,15.2316,Emitter_2,Emitter_2
6.52e+06,5900,4000,19.8441,7.587,Emitter_1,Emitter_1
6.555e+06,6100,4000,-25.1119,14.8464,Emitter_2,Emitter_2
6.62e+06,5900,4000,20.2541,7.9333,Emitter_1,Emitter_1
6.68e+06,6100,4000,-24.4396,14.6858,Emitter_2,Emitter_2
6.72e+06,5900,4000,19.4117,7.6953,Emitter_1,Emitter_1
6.805e+06,6100,4000,-25.3193,15.0634,Emitter_2,Emitter_2
6.82e+06,5900,4000,20.1254,8.2514,Emitter_1,Emitter_1
6.92e+06,5900,4000,20.7987,8.8742,Emitter_1,Noise
6.93e+06,6100,4000,-24.8438,15.1489,Emitter_2,Emitter_2
7.02e+06,5900,4000,20.1658,7.7031,Emitter_1,Emitter_1
7.055e+06,6100,4000,-24.6355,15.0596,Emitter_2,Emitter_2
7.12e+06,5900,4000,19.1472,8.0803,Emitter_1,Emitter_1
7.18e+06,6100,4000,-24.8042,14.9222,Emitter_2,Emitter_2
7.22e+06,5900,4000,19.6748,7.8754,Emitter_1,Emitter_1
7.305e+06,6100,4000,-24.9749,15.0323,Emitter_2,Emitter_2
7.32e+06,5900,4000,19.7552,7.9578,Emitter_1,Emitter_1
7.42e+06,5900,4000,20.4264,8.0471,Emitter_1,Emitter_1
7.43e+06,6100,4000,-24.914,15.2318,Emitter_2,Emitter_2
7.52e+06,5900,4000,19.9365,7.6893,Emitter_1,Emitter_1
7.555e+06,6100,4000,-24.7779,15.0133,Emitter_2,Emitter_2
7.62e+06,5900,4000,19.3301,7.8541,Emitter_1,Emitter_1
7.68e+06,6100,4000,-25.3237,15.0203,Emitter_2,Emitter_2
7.72e+06,5900,4000,19.9785,8.5304,Emitter_1,Emitter_1
7.805e+06,6100,4000,-25.0112,15.058,Emitter_2,Emitter_2
7.82e+06,5900,4000,20.0521,8.2948,Emitter_1,Emitter_1
7.92e+06,5900,4000,19.8003,7.6445,Emitter_1,Emitter_1
7.93e+06,6100,4000,-24.1174,14.8429,Emitter_2,Emitter_2
8.02e+06,5900,4000,19.614,7.7824,Emitter_1,Emitter_1
8.055e+06,6100,4000,-24.8311,15.3205,Emitter_2,Emitter_2
8.07581e+06,5880.83,4000,-28.8409,29.1139,Noise,Noise
8.12e+06,5900,4000,20.8514,7.7536,Emitter_1,Emitter_1
8.18e+06,6100,4000,-24.9608,15.7014,Emitter_2,Emitter_2
8.22e+06,5900,4000,20.3354,7.7291,Emitter_1,Emitter_1
8.305e+06,6100,4000,-25.1512,15.0972,Emitter_2,Emitter_2
8.32e+06,5900,4000,20.3726,8.1155,Emitter_1,Emitter_1
8.42e+06,5900,4000,19.9373,7.9878,Emitter_1,Emitter_1
8.43e+06,6100,4000,-25.3195,14.8945,Emitter_2,Emitter_2
8.52e+06,5900,4000,19.7381,8.1338,Emitter_1,Emitter_1
8.555e+06,6100,4000,-24.9004,15.2539,Emitter_2,Emitter_2
8.62e+06,5900,4000,19.818,7.6323,Emitter_1,Emitter_1
8.68e+06,6100,4000,-24.8724,15.3777,Emitter_2,Emitter_2
8.72e+06,5900,4000,19.4888,8.0518,Emitter_1,Emitter_1
8.75739e+06,5799.05,5173.99,-22.5005,-4.4644,Noise,Noise
8.805e+06,6100,4000,-25.038,14.9003,Emitter_2,Emitter_2
8.82e+06,5900,4000,20.6316,8.048,Emitter_1,Emitter_1
8.92e+06,5900,4000,19.9525,8.0857,Emitter_1,Emitter_1
8.93e+06,6100,4000,-23.9184,15.1183,Emitter_2,Emitter_2
9.02e+06,5900,4000,20.5224,8.0658,Emitter_1,Emitter_1
9.055e+06,6100,4000,-25.2878,14.7917,Emitter_2,Emitter_2
9.12e+06,5900,4000,19.8356,8.3319,Emitter_1,Emitter_1
9.18e+06,6100,4000,-25.3771,15.281,Emitter_2,Emitter_2
9.21931e+06,6096.86,3305.15,37.7039,12.5021,Noise,Noise
9.22e+06,5900,4000,20.1715,8.4607,Emitter_1,Emitter_1
9.305e+06,6100,4000,-25.1458,15.0382,Emitter_2,Emitter_2
9.32e+06,5900,4000,20.0733,7.6327,Emitter_1,Emitter_1
9.42e+06,5900,4000,19.4527,8.4953,Emitter_1,Emitter_1
9.43e+06,6100,4000,-25.0254,15.2194,Emitter_2,Emitter_2
9.44892e+06,5918.49,4000,21.0664,17.2259,Noise,Noise
9.52e+06,5900,4000,20.6895,7.9461,Emitter_1,Emitter_1
9.555e+06,6100,4000,-25.3387,14.6773,Emitter_2,Emitter_2
9.62e+06,5900,4000,19.8467,8.4384,Emitter_1,Emitter_1
9.68e+06,6100,4000,-24.9103,15.1803,Emitter_2,Emitter_2
9.72e+06,5900,4000,19.5572,7.7316,Emitter_1,Emitter_1
9.805e+06,6100,4000,-24.867,14.7572,Emitter_2,Emitter_2
9.82e+06,5900,4000,20.2573,7.8816,Emitter_1,Emitter_1
9.92e+06,5900,4000,19.998,7.951,Emitter_1,Emitter_1
9.93e+06,6100,4000,-24.729,14.7768,Emitter_2,Emitter_2
1.002e+07,5900,4000,20.135,8.4222,Emitter_1,Emitter_1
1.0055e+07,6100,4000,-25.2086,14.7168,Emitter_2,Emitter_2
1.00632e+07,6263.92,5114.77,23.4889,24.7126,Noise,Noise
1.012e+07,5900,4000,20.0362,8.1932,Emitter_1,Emitter_1
1.018e+07,6100,4000,-24.4795,15.19,Emitter_2,Emitter_2
1.022e+07,5900,4000,19.1799,7.9854,Emitter_1,Emitter_1
1.0305e+07,6100,4000,-24.758,15.3742,Emitter_2,Emitter_2
1.032e+07,5900,4000,19.6627,7.6344,Emitter_1,Emitter_1
1.042e+07,5900,4000,19.6487,7.8998,Emitter_1,Emitter_1
1.043e+07,6100,4000,-23.8749,14.4872,Emitter_2,Emitter_2
1.052e+07,5900,4000,20.3664,7.6021,Emitter_1,Emitter_1
1.0555e+07,6100,4000,-25.2954,14.8151,Emitter_2,Emitter_2
1.062e+07,5900,4000,20.0123,7.8547,Emitter_1,Emitter_1
1.068e+07,6100,4000,-25.3403,14.6767,Emitter_2,Emitter_2
1.072e+07,5900,4000,19.8689,8.3008,Emitter_1,Emitter_1
1.0805e+07,6100,4000,-25.1199,14.635,Emitter_2,Emitter_2
1.082e+07,5900,4000,20.2152,8.4012,Emitter_1,Emitter_1
1.092e+07,5900,4000,19.9382,7.7912,Emitter_1,Emitter_1
1.093e+07,6100,4000,-24.866,15.0155,Emitter_2,Emitter_2
1.102e+07,5900,4000,19.9105,8.0727,Emitter_1,Emitter_1
1.1055e+07,6100,4000,-24.8076,15.1523,Emitter_2,Emitter_2
1.112e+07,5900,4000,20.0706,7.6747,Emitter_1,Emitter_1
1.118e+07,6100,4000,-24.7588,14.888,Emitter_2,Emitter_2
1.122e+07,5900,4000,20.0362,8.0685,Emitter_1,Emitter_1
1.1305e+07,6100,4000,-24.1515,15.0703,Emitter_2,Emitter_2
1.132e+07,5900,4000,21.007,8.5631,Emitter_1,Emitter_1
1.142e+07,5900,4000,19.6587,7.9138,Emitter_1,Emitter_1
1.143e+07,6100,4000,-25.745,14.6993,Emitter_2,Emitter_2
1.152e+07,5900,4000,19.4146,7.8228,Emitter_1,Emitter_1
1.1555e+07,6100,4000,-25.6962,15.0052,Emitter_2,Emitter_2
1.162e+07,5900,4000,20.1262,8.3618,Emitter_1,Emitter_1
1.168e+07,6100,4000,-25.0487,14.8595,Emitter_2,Emitter_2
1.172e+07,5900,4000,19.7084,7.8038,Emitter_1,Emitter_1
1.1805e+07,6100,4000,-24.1956,15.1647,Emitter_2,Emitter_2
1.182e+07,5900,4000,19.1411,7.9512,Emitter_1,Emitter_1
1.192e+07,5900,4000,19.575,7.8412,Emitter_1,Emitter_1
1.193e+07,6100,4000,-24.7096,14.7207,Emitter_2,Emitter_2
1.202e+07,5900,4000,19.6493,7.9717,Emitter_1,Emitter_1
1.2055e+07,6100,4000,-25.3997,15.011,Emitter_2,Emitter_2
1.212e+07,5900,4000,19.2969,7.5599,Emitter_1,Emitter_1
1.218e+07,6100,4000,-24.9308,14.4431,Emitter_2,Emitter_2
1.222e+07,5900,4000,20.8517,7.6138,Emitter_1,Emitter_1
1.2305e+07,6100,4000,-25.0721,15.0042,Emitter_2,Emitter_2
1.232e+07,5900,4000,19.5613,8.5511,Emitter_1,Emitter_1
1.242e+07,5900,4000,21.162,7.6485,Emitter_1,Emitter_1
1.243e+07,6100,4000,-25.0861,14.756,Emitter_2,Emitter_2
1.252e+07,5900,4000,19.8527,8.1025,Emitter_1,Emitter_1
1.2555e+07,6100,4000,-25.2158,14.9469,Emitter_2,Emitter_2
1.262e+07,5900,4000,20.6915,7.7039,Emitter_1,Emitter_1
1.268e+07,6100,4000,-24.9637,15.1814,Emitter_2,Emitter_2
1.272e+07,5900,4000,19.9019,8.2332,Emitter_1,Emitter_1
1.2805e+07,6100,4000,-24.5677,14.9117,Emitter_2,Emitter_2
1.282e+07,5900,4000,20.1739,7.8872,Emitter_1,Emitter_1
1.292e+07,5900,4000,19.9465,7.5875,Emitter_1,Emitter_1
1.293e+07,6100,4000,-25.1825,15.1313,Emitter_2,Emitter_2
1.302e+07,5900,4000,19.9047,7.9201,Emitter_1,Emitter_1
1.3055e+07,6100,4000,-24.7557,14.8697,Emitter_2,Emitter_2
1.312e+07,5900,4000,20.0929,7.8334,Emitter_1,Emitter_1
1.318e+07,6100,4000,-24.6838,15.2939,Emitter_2,Emitter_2
1.322e+07,5900,4000,20.1886,8.3038,Emitter_1,Emitter_1
1.3305e+07,6100,4000,-24.4833,15.5335,Emitter_2,Emitter_2
1.332e+07,5900,4000,20.0622,8.1055,Emitter_1,Emitter_1
1.342e+07,5900,4000,20.0213,8,Emitter_1,Emitter_1
1.343e+07,6100,4000,-25.3466,15.0042,Emitter_2,Emitter_2
1.352e+07,5900,4000,19.7114,8.0949,Emitter_1,Emitter_1
1.3555e+07,6100,4000,-24.9955,14.9706,Emitter_2,Emitter_2
1.362e+07,5900,4000,19.9611,8.628,Emitter_1,Emitter_1
1.368e+07,6100,4000,-25.2597,14.5543,Emitter_2,Emitter_2
1.372e+07,5900,4000,20.6293,8.1158,Emitter_1,Emitter_1
1.3805e+07,6100,4000,-24.9629,14.7695,Emitter_2,Emitter_2
1.382e+07,5900,4000,19.6948,7.6663,Emitter_1,Emitter_1
1.392e+07,5900,4000,20.4765,8.0788,Emitter_1,Emitter_1
1.393e+07,6100,4000,-24.9656,14.7618,Emitter_2,Emitter_2
1.402e+07,5900,4000,20.1921,7.4766,Emitter_1,Emitter_1
1.4055e+07,6100,4000,-25.4399,15.0703,Emitter_2,Emitter_2
1.412e+07,5900,4000,20.371,8.1363,Emitter_1,Emitter_1
1.418e+07,6100,4000,-24.9396,15.1738,Emitter_2,Emitter_2
1.422e+07,5900,4000,19.5558,7.8585,Emitter_1,Emitter_1
1.4305e+07,6100,4000,-24.1257,15.0832,Emitter_2,Emitter_2
1.432e+07,5900,4000,20.1055,8.0157,Emitter_1,Emitter_1
1.442e+07,5900,4000,19.8831,7.969,Emitter_1,Emitter_1
1.443e+07,6100,4000,-24.806,14.6767,Emitter_2,Emitter_2
1.452e+07,5900,4000,19.8992,8.0458,Emitter_1,Emitter_1
1.4555e+07,6100,4000,-25.5148,15.4748,Emitter_2,Emitter_2
1.462e+07,5900,4000,20.5886,7.23,Emitter_1,Noise
1.468e+07,6100,4000,-25.3694,14.6868,Emitter_2,Emitter_2
1.472e+07,5900,4000,19.9053,8.053,Emitter_1,Emitter_1
1.4805e+07,6100,4000,-25.0156,14.9729,Emitter_2,Emitter_2
1.482e+07,5900,4000,20.1184,7.8884,Emitter_1,Emitter_1
1.48568e+07,5907.88,4468.02,-54.8263,22.3208,Noise,Noise
1.492e+07,5900,4000,19.2973,8.0984,Emitter_1,Emitter_1
1.493e+07,6100,4000,-25.361,14.9085,Emitter_2,Emitter_2
1.502e+07,5900,4000,20.6909,7.5398,Emitter_1,Emitter_1
1.5055e+07,6100,4000,-24.5082,14.7582,Emitter_2,Emitter_2
1.512e+07,5900,4000,20.3455,7.9014,Emitter_1,Emitter_1
1.518e+07,6100,4000,-25.5575,15.2828,Emitter_2,Emitter_2
1.522e+07,5900,4000,19.9755,7.6841,Emitter_1,Emitter_1
1.52993e+07,6230.92,4000,-53.9533,25.4446,Noise,Noise
1.5305e+07,6100,4000,-24.8031,14.8138,Emitter_2,Emitter_2
1.532e+07,5900,4000,19.8662,8.39,Emitter_1,Emitter_1
1.542e+07,5900,4000,20.2331,8.5197,Emitter_1,Emitter_1
1.543e+07,6100,4000,-25.6329,14.7766,Emitter_2,Emitter_2
1.552e+07,5900,4000,20.471,8.1317,Emitter_1,Emitter_1
1.5555e+07,6100,4000,-25.0219,15.3497,Emitter_2,Emitter_2
1.562e+07,5900,4000,20.6976,8.1317,Emitter_1,Emitter_1
1.568e+07,6100,4000,-25.4146,14.9746,Emitter_2,Emitter_2
1.572e+07,5900,4000,20.3312,7.911,Emitter_1,Emitter_1
1.5805e+07,6100,4000,-24.7299,14.2856,Emitter_2,Emitter_2
1.582e+07,5900,4000,20.0266,7.7908,Emitter_1,Emitter_1
1.592e+07,5900,4000,20.3958,7.6465,Emitter_1,Emitter_1
1.593e+07,6100,4000,-24.5865,14.6453,Emitter_2,Emitter_2
1.602e+07,5900,4000,20.3129,7.9428,Emitter_1,Emitter_1
1.6055e+07,6100,4000,-24.8672,15.074,Emitter_2,Emitter_2
1.612e+07,5900,4000,20.4685,8.2253,Emitter_1,Emitter_1
1.618e+07,6100,4000,-24.5662,15.1653,Emitter_2,Emitter_2
1.622e+07,5900,4000,20.7283,8.2192,Emitter_1,Emitter_1
1.6305e+07,6100,4000,-25.9509,14.7646,Emitter_2,Emitter_2
1.632e+07,5900,4000,19.3712,7.9799,Emitter_1,Emitter_1
1.642e+07,5900,4000,19.5312,7.8445,Emitter_1,Emitter_1
1.643e+07,6100,4000,-24.9447,14.9415,Emitter_2,Emitter_2
1.652e+07,5900,4000,20.6045,8.1913,Emitter_1,Emitter_1
1.65429e+07,6259.79,3497.62,3.2255,29.1143,Noise,Noise
1.6555e+07,6100,4000,-24.809,15.2368,Emitter_2,Emitter_2
1.662e+07,5900,4000,19.7204,7.6959,Emitter_1,Emitter_1
1.668e+07,6100,4000,-24.7566,14.9357,Emitter_2,Emitter_2
1.67174e+07,6096.32,3430.19,-19.6295,19.9258,Noise,Noise
1.672e+07,5900,4000,20.0131,7.635,Emitter_1,Emitter_1
1.6805e+07,6100,4000,-25.7385,14.8634,Emitter_2,Emitter_2
1.682e+07,5900,4000,19.7315,8.0936,Emitter_1,Emitter_1
1.692e+07,5900,4000,20.4621,8.1826,Emitter_1,Emitter_1
1.693e+07,6100,4000,-24.8335,14.6729,Emitter_2,Emitter_2
1.702e+07,5900,4000,19.0835,8.0913,Emitter_1,Emitter_1
1.7055e+07,6100,4000,-24.7475,15.2725,Emitter_2,Emitter_2
1.712e+07,5900,4000,20.0288,8.1242,Emitter_1,Emitter_1
1.718e+07,6100,4000,-24.9493,14.0809,Emitter_2,Emitter_2
1.722e+07,5900,4000,20.6465,7.381,Emitter_1,Emitter_1
1.7305e+07,6100,4000,-25.5112,15.5659,Emitter_2,Emitter_2
1.732e+07,5900,4000,19.7636,8.1773,Emitter_1,Emitter_1
1.742e+07,5900,4000,19.3674,8.4428,Emitter_1,Emitter_1
1.743e+07,6100,4000,-25.2186,14.4048,Emitter_2,Emitter_2
1.752e+07,5900,4000,20.1473,8.254,Emitter_1,Emitter_1
1.7555e+07,6100,4000,-24.5059,15.004,Emitter_2,Emitter_2
1.762e+07,5900,4000,19.7716,8.2441,Emitter_1,Emitter_1
1.768e+07,6100,4000,-24.558,15.0831,Emitter_2,Emitter_2
1.772e+07,5900,4000,20.4274,8.0699,Emitter_1,Emitter_1
1.7805e+07,6100,4000,-24.8166,15.1089,Emitter_2,Emitter_2
1.782e+07,5900,4000,20.0938,8.0811,Emitter_1,Emitter_1
1.792e+07,5900,4000,19.6547,7.9557,Emitter_1,Emitter_1
1.793e+07,6100,4000,-24.721,15.6832,Emitter_2,Emitter_2
1.802e+07,5900,4000,19.939,8.115,Emitter_1,Emitter_1
1.8055e+07,6100,4000,-24.6116,14.5259,Emitter_2,Emitter_2
1.812e+07,5900,4000,20.3999,7.6824,Emitter_1,Emitter_1
1.818e+07,6100,4000,-24.8213,15.3424,Emitter_2,Emitter_2
1.822e+07,5900,4000,19.95,8.4444,Emitter_1,Emitter_1
1.8305e+07,6100,4000,-24.5189,14.872,Emitter_2,Emitter_2
1.832e+07,5900,4000,19.7026,7.7533,Emitter_1,Emitter_1
1.83679e+07,5860.78,4000,-22.7798,-7.0684,Noise,Noise
1.842e+07,5900,4000,20.0809,8.2533,Emitter_1,Emitter_1
1.843e+07,6100,4000,-24.534,15.2783,Emitter_2,Emitter_2
1.852e+07,5900,4000,20.0046,8.3987,Emitter_1,Emitter_1
1.8555e+07,6100,4000,-23.971,14.775,Emitter_2,Emitter_2
1.862e+07,5900,4000,20.3427,8.2525,Emitter_1,Emitter_1
1.868e+07,6100,4000,-25.203,14.9082,Emitter_2,Emitter_2
1.872e+07,5900,4000,20.2216,8.6983,Emitter_1,Emitter_1
1.8805e+07,6100,4000,-25.1961,14.733,Emitter_2,Emitter_2
1.882e+07,5900,4000,19.9179,7.3989,Emitter_1,Emitter_1
1.892e+07,5900,4000,20.6417,7.8627,Emitter_1,Emitter_1
1.893e+07,6100,4000,-26.1051,14.8696,Emitter_2,Emitter_2
1.902e+07,5900,4000,20.0432,8.3929,Emitter_1,Emitter_1
1.9055e+07,6100,4000,-24.8523,14.852,Emitter_2,Emitter_2
1.912e+07,5900,4000,19.3591,7.6245,Emitter_1,Emitter_1
1.918e+07,6100,4000,-24.2258,15.004,Emitter_2,Emitter_2
1.922e+07,5900,4000,19.3595,7.7618,Emitter_1,Emitter_1
1.9305e+07,6100,4000,-24.4836,15.0784,Emitter_2,Emitter_2
1.932e+07,5900,4000,20.1759,8.1573,Emitter_1,Emitter_1
1.942e+07,5900,4000,20.1105,7.5762,Emitter_1,Emitter_1
1.943e+07,6100,4000,-24.6694,15.0838,Emitter_2,Emitter_2
1.952e+07,5900,4000,19.076,8.0163,Emitter_1,Emitter_1
1.9555e+07,6100,4000,-24.4525,15.0168,Emitter_2,Emitter_2
1.962e+07,5900,4000,19.8113,8.1378,Emitter_1,Emitter_1
1.968e+07,6100,4000,-24.8016,15.1099,Emitter_2,Emitter_2
1.972e+07,5900,4000,20.2808,8.0415,Emitter_1,Emitter_1
1.9805e+07,6100,4000,-25.1153,15.1215,Emitter_2,Emitter_2
1.982e+07,5900,4000,20.3041,8.0688,Emitter_1,Emitter_1
1.992e+07,5900,4000,20.212,7.7886,Emitter_1,Emitter_1
1.993e+07,6100,4000,-24.1062,14.9189,Emitter_2,Emitter_2
