TOA_ns,Freq_MHz,PW_ns,Az_deg,El_deg,Cluster,Ground_Truth
0.0310279,0.307589,0.458508,0.655238,0.392639,0,Emitter_1
0.0316285,0.660738,0.458508,0.302064,0.557509,1,Emitter_2
0.0320288,0.307589,0.458508,0.656969,0.394225,0,Emitter_1
0.0328796,0.660738,0.458508,0.303302,0.588779,1,Emitter_2
0.0330297,0.307589,0.458508,0.653623,0.384606,0,Emitter_1
0.0340306,0.307589,0.458508,0.657432,0.386682,0,Emitter_1
0.0341307,0.660738,0.458508,0.300801,0.571357,1,Emitter_2
0.0350315,0.307589,0.458508,0.650698,0.379466,0,Emitter_1
0.0353818,0.660738,0.458508,0.298089,0.553023,1,Emitter_2
0.0360324,0.307589,0.458508,0.651822,0.391955,0,Emitter_1
0.036633,0.660738,0.458508,0.297742,0.558518,1,Emitter_2
0.0370333,0.307589,0.458508,0.655174,0.393436,0,Emitter_1
0.0378841,0.660738,0.458508,0.295077,0.580084,1,Emitter_2
0.0380342,0.307589,0.458508,0.653376,0.389363,0,Emitter_1
0.0383878,0.664547,0.246755,0.8626,0.501274,0,Noise
0.0387184,0.122307,0.458508,0.719526,0.235113,0,Noise
0.0390351,0.307589,0.458508,0.656698,0.385778,0,Emitter_1
0.0391352,0.660738,0.458508,0.300505,0.569799,1,Emitter_2
0.040036,0.307589,0.458508,0.656166,0.383077,0,Emitter_1
0.0403863,0.660738,0.458508,0.298669,0.565565,1,Emitter_2
0.0410369,0.307589,0.458508,0.653578,0.385224,0,Emitter_1
0.0416375,0.660738,0.458508,0.302688,0.566643,1,Emitter_2
0.0420378,0.307589,0.458508,0.65095,0.391878,0,Emitter_1
0.0428886,0.660738,0.458508,0.301319,0.565389,1,Emitter_2
0.0430387,0.307589,0.458508,0.653242,0.388242,0,Emitter_1
0.0440396,0.307589,0.458508,0.656242,0.391569,0,Emitter_1
0.0441397,0.660738,0.458508,0.298564,0.556112,1,Emitter_2
0.0450405,0.307589,0.458508,0.656825,0.387395,0,Emitter_1
0.0453909,0.660738,0.458508,0.293402,0.564886,1,Emitter_2
0.0460414,0.307589,0.458508,0.653388,0.387538,0,Emitter_1
0.046642,0.660738,0.458508,0.299822,0.557039,1,Emitter_2
0.0470423,0.307589,0.458508,0.649399,0.377063,0,Emitter_1
0.0471935,0.882934,0.311647,0.189453,0.0662651,1,Noise
0.0478931,0.660738,0.458508,0.299535,0.567302,1,Emitter_2
0.0480432,0.307589,0.458508,0.650549,0.380508,0,Emitter_1
0.0490441,0.307589,0.458508,0.655986,0.381213,0,Emitter_1
0.0491442,0.660738,0.458508,0.292839,0.559881,1,Emitter_2
0.050045,0.307589,0.458508,0.65353,0.398101,0,Emitter_1
0.0503954,0.660738,0.458508,0.30093,0.569855,1,Emitter_2
0.0510459,0.307589,0.458508,0.6536,0.393799,0,Emitter_1
0.0516465,0.660738,0.458508,0.296003,0.568104,1,Emitter_2
0.0520468,0.307589,0.458508,0.651778,0.386575,0,Emitter_1
0.0528976,0.660738,0.458508,0.302871,0.572843,1,Emitter_2
0.0530477,0.307589,0.458508,0.651726,0.385551,0,Emitter_1
0.0540486,0.307589,0.458508,0.657376,0.374916,0,Emitter_1
0.0541487,0.660738,0.458508,0.299343,0.563306,1,Emitter_2
0.0550495,0.307589,0.458508,0.656096,0.389968,0,Emitter_1
0.0553999,0.660738,0.458508,0.297658,0.570473,1,Emitter_2
0.0560504,0.307589,0.458508,0.652849,0.377071,0,Emitter_1
0.056651,0.660738,0.458508,0.30026,0.571712,1,Emitter_2
0.0570513,0.307589,0.458508,0.654952,0.384093,0,Emitter_1
0.0579021,0.660738,0.458508,0.30006,0.573162,1,Emitter_2
0.0580522,0.307589,0.458508,0.655459,0.388316,0,Emitter_1
0.0590531,0.307589,0.458508,0.65978,0.386314,0,Emitter_1
0.0591532,0.660738,0.458508,0.299942,0.572902,1,Emitter_2
0.060054,0.307589,0.458508,0.651494,0.389522,0,Emitter_1
0.0604044,0.660738,0.458508,0.302392,0.560727,1,Emitter_2
0.0606419,0.652358,0.712851,0.4606,0.330761,1,Noise
0.0610549,0.307589,0.458508,0.655419,0.398561,0,Emitter_1
0.0616555,0.660738,0.458508,0.293937,0.578713,1,Emitter_2
0.0620559,0.307589,0.458508,0.65736,0.390883,0,Emitter_1
0.0629066,0.660738,0.458508,0.300455,0.553758,1,Emitter_2
0.0630568,0.307589,0.458508,0.659343,0.379042,0,Emitter_1
0.0640577,0.307589,0.458508,0.652705,0.381049,0,Emitter_1
0.0641577,0.660738,0.458508,0.297391,0.572805,1,Emitter_2
0.0650586,0.307589,0.458508,0.653494,0.377602,0,Emitter_1
0.0654089,0.660738,0.458508,0.298761,0.562969,1,Emitter_2
0.0660595,0.307589,0.458508,0.656729,0.386445,0,Emitter_1
0.06666,0.660738,0.458508,0.304066,0.558868,1,Emitter_2
0.0670604,0.307589,0.458508,0.650082,0.380367,0,Emitter_1
0.0679111,0.660738,0.458508,0.297125,0.56851,1,Emitter_2
0.0680613,0.307589,0.458508,0.655714,0.394567,0,Emitter_1
0.0690622,0.307589,0.458508,0.661026,0.41047,0,Emitter_1
0.0691622,0.660738,0.458508,0.300877,0.570693,1,Emitter_2
0.0700631,0.307589,0.458508,0.656032,0.380567,0,Emitter_1
0.0704134,0.660738,0.458508,0.30252,0.568413,1,Emitter_2
0.071064,0.307589,0.458508,0.647995,0.390198,0,Emitter_1
0.0716645,0.660738,0.458508,0.301189,0.564904,1,Emitter_2
0.0720649,0.307589,0.458508,0.652158,0.384966,0,Emitter_1
0.0729156,0.660738,0.458508,0.299842,0.567715,1,Emitter_2
0.0730658,0.307589,0.458508,0.652793,0.38707,0,Emitter_1
0.0740667,0.307589,0.458508,0.658089,0.38935,0,Emitter_1
0.0741668,0.660738,0.458508,0.300323,0.57281,1,Emitter_2
0.0750676,0.307589,0.458508,0.654223,0.380214,0,Emitter_1
0.0754179,0.660738,0.458508,0.301397,0.56723,1,Emitter_2
0.0760685,0.307589,0.458508,0.649438,0.384422,0,Emitter_1
0.076669,0.660738,0.458508,0.29709,0.567409,1,Emitter_2
0.0770694,0.307589,0.458508,0.654554,0.401691,0,Emitter_1
0.0779201,0.660738,0.458508,0.299556,0.568372,1,Emitter_2
0.0780703,0.307589,0.458508,0.655135,0.395675,0,Emitter_1
0.0790712,0.307589,0.458508,0.653148,0.37907,0,Emitter_1
0.0791713,0.660738,0.458508,0.306608,0.562879,1,Emitter_2
0.0800721,0.307589,0.458508,0.651678,0.382591,0,Emitter_1
0.0804224,0.660738,0.458508,0.300977,0.575075,1,Emitter_2
0.0806306,0.273735,0.458508,0.269337,0.927285,1,Noise
0.081073,0.307589,0.458508,0.661442,0.381856,0,Emitter_1
0.0816735,0.660738,0.458508,0.299953,0.584801,1,Emitter_2
0.0820739,0.307589,0.458508,0.657371,0.38123,0,Emitter_1
0.0829246,0.660738,0.458508,0.298451,0.569373,1,Emitter_2
0.0830748,0.307589,0.458508,0.657664,0.391097,0,Emitter_1
0.0840757,0.307589,0.458508,0.654229,0.387836,0,Emitter_1
0.0841758,0.660738,0.458508,0.297123,0.564197,1,Emitter_2
0.0850766,0.307589,0.458508,0.652658,0.391564,0,Emitter_1
0.0854269,0.660738,0.458508,0.30043,0.573374,1,Emitter_2
0.0860775,0.307589,0.458508,0.653288,0.378759,0,Emitter_1
0.086678,0.660738,0.458508,0.300651,0.576535,1,Emitter_2
0.0870784,0.307589,0.458508,0.65069,0.389471,0,Emitter_1
0.0874526,0.129332,0.999087,0.319367,0.0698731,0,Noise
0.0879291,0.660738,0.458508,0.299344,0.564345,1,Emitter_2
0.0880793,0.307589,0.458508,0.659708,0.389373,0,Emitter_1
0.0890802,0.307589,0.458508,0.654349,0.390336,0,Emitter_1
0.0891803,0.660738,0.458508,0.308179,0.569911,1,Emitter_2
0.0900811,0.307589,0.458508,0.658846,0.389828,0,Emitter_1
0.0904314,0.660738,0.458508,0.297373,0.561572,1,Emitter_2
0.091082,0.307589,0.458508,0.653427,0.396623,0,Emitter_1
0.0916825,0.660738,0.458508,0.296669,0.574066,1,Emitter_2
0.0920759,0.655191,0.138554,0.79442,0.503108,0,Noise
0.0920829,0.307589,0.458508,0.656077,0.399912,0,Emitter_1
0.0929336,0.660738,0.458508,0.298494,0.567866,1,Emitter_2
0.0930838,0.307589,0.458508,0.655303,0.378769,0,Emitter_1
0.0940847,0.307589,0.458508,0.650406,0.400795,0,Emitter_1
0.0941848,0.660738,0.458508,0.299444,0.572493,1,Emitter_2
0.0943741,0.340244,0.458508,0.663139,0.623728,0,Noise
0.0950856,0.307589,0.458508,0.660165,0.386771,0,Emitter_1
0.0954359,0.660738,0.458508,0.296972,0.558651,1,Emitter_2
0.0960865,0.307589,0.458508,0.653515,0.399342,0,Emitter_1
0.096687,0.660738,0.458508,0.300352,0.571495,1,Emitter_2
0.0970874,0.307589,0.458508,0.65123,0.381294,0,Emitter_1
0.0979381,0.660738,0.458508,0.300694,0.560691,1,Emitter_2
0.0980883,0.307589,0.458508,0.656754,0.385125,0,Emitter_1
0.0990892,0.307589,0.458508,0.654708,0.386897,0,Emitter_1
0.0991893,0.660738,0.458508,0.301783,0.561191,1,Emitter_2
0.10009,0.307589,0.458508,0.655789,0.398929,0,Emitter_1
0.10044,0.660738,0.458508,0.297998,0.559659,1,Emitter_2
0.100522,0.950185,0.97182,0.682254,0.814899,1,Noise
0.101091,0.307589,0.458508,0.65501,0.393081,0,Emitter_1
0.101692,0.660738,0.458508,0.303751,0.571742,1,Emitter_2
0.102092,0.307589,0.458508,0.648253,0.387775,0,Emitter_1
0.102943,0.660738,0.458508,0.301554,0.576446,1,Emitter_2
0.103093,0.307589,0.458508,0.652063,0.378812,0,Emitter_1
0.104094,0.307589,0.458508,0.651952,0.385589,0,Emitter_1
0.104194,0.660738,0.458508,0.308522,0.553796,1,Emitter_2
0.105095,0.307589,0.458508,0.657615,0.377988,0,Emitter_1
0.105445,0.660738,0.458508,0.297313,0.562169,1,Emitter_2
0.106095,0.307589,0.458508,0.654821,0.384438,0,Emitter_1
0.106696,0.660738,0.458508,0.296959,0.558635,1,Emitter_2
0.107096,0.307589,0.458508,0.65369,0.395829,0,Emitter_1
0.107947,0.660738,0.458508,0.298698,0.557571,1,Emitter_2
0.108097,0.307589,0.458508,0.656422,0.398392,0,Emitter_1
0.109098,0.307589,0.458508,0.654236,0.382816,0,Emitter_1
0.109198,0.660738,0.458508,0.300701,0.567286,1,Emitter_2
0.110099,0.307589,0.458508,0.654018,0.390004,0,Emitter_1
0.110449,0.660738,0.458508,0.301162,0.57078,1,Emitter_2
0.1111,0.307589,0.458508,0.655281,0.379841,0,Emitter_1
0.111701,0.660738,0.458508,0.301547,0.564031,1,Emitter_2
0.112101,0.307589,0.458508,0.65501,0.389897,0,Emitter_1
0.112952,0.660738,0.458508,0.306339,0.568686,1,Emitter_2
0.113102,0.307589,0.458508,0.66267,0.402526,0,Emitter_1
0.114103,0.307589,0.458508,0.652031,0.385947,0,Emitter_1
0.114203,0.660738,0.458508,0.293766,0.559212,1,Emitter_2
0.115104,0.307589,0.458508,0.650105,0.383623,0,Emitter_1
0.115454,0.660738,0.458508,0.294151,0.567023,1,Emitter_2
0.116104,0.307589,0.458508,0.65572,0.397386,0,Emitter_1
0.116705,0.660738,0.458508,0.29926,0.563303,1,Emitter_2
0.117105,0.307589,0.458508,0.652423,0.383138,0,Emitter_1
0.117956,0.660738,0.458508,0.305991,0.571096,1,Emitter_2
0.118106,0.307589,0.458508,0.647947,0.386902,0,Emitter_1
0.119107,0.307589,0.458508,0.651371,0.384093,0,Emitter_1
0.119207,0.660738,0.458508,0.301936,0.559759,1,Emitter_2
0.120108,0.307589,0.458508,0.651957,0.387425,0,Emitter_1
0.120458,0.660738,0.458508,0.29649,0.567172,1,Emitter_2
0.121109,0.307589,0.458508,0.649176,0.37691,0,Emitter_1
0.12171,0.660738,0.458508,0.30019,0.55267,1,Emitter_2
0.12211,0.307589,0.458508,0.661445,0.378286,0,Emitter_1
0.122961,0.660738,0.458508,0.299075,0.566998,1,Emitter_2
0.123111,0.307589,0.458508,0.651263,0.40222,0,Emitter_1
0.124112,0.307589,0.458508,0.663893,0.379172,0,Emitter_1
0.124212,0.660738,0.458508,0.298965,0.56066,1,Emitter_2
0.125113,0.307589,0.458508,0.653562,0.390765,0,Emitter_1
0.125463,0.660738,0.458508,0.297941,0.565535,1,Emitter_2
0.126114,0.307589,0.458508,0.660181,0.380587,0,Emitter_1
0.126714,0.660738,0.458508,0.299931,0.571523,1,Emitter_2
0.127114,0.307589,0.458508,0.65395,0.394103,0,Emitter_1
0.127965,0.660738,0.458508,0.303055,0.564636,1,Emitter_2
0.128115,0.307589,0.458508,0.656096,0.385268,0,Emitter_1
0.129116,0.307589,0.458508,0.654302,0.377615,0,Emitter_1
0.129216,0.660738,0.458508,0.298204,0.570243,1,Emitter_2
0.130117,0.307589,0.458508,0.653972,0.386108,0,Emitter_1
0.130467,0.660738,0.458508,0.301572,0.563564,1,Emitter_2
0.131118,0.307589,0.458508,0.655457,0.383894,0,Emitter_1
0.131719,0.660738,0.458508,0.302139,0.574395,1,Emitter_2
0.132119,0.307589,0.458508,0.656212,0.395905,0,Emitter_1
0.13297,0.660738,0.458508,0.303721,0.580513,1,Emitter_2
0.13312,0.307589,0.458508,0.655215,0.390842,0,Emitter_1
0.134121,0.307589,0.458508,0.654892,0.388148,0,Emitter_1
0.134221,0.660738,0.458508,0.296909,0.566998,1,Emitter_2
0.135122,0.307589,0.458508,0.652447,0.390571,0,Emitter_1
0.135472,0.660738,0.458508,0.29968,0.56614,1,Emitter_2
0.136123,0.307589,0.458508,0.654417,0.404184,0,Emitter_1
0.136723,0.660738,0.458508,0.297595,0.55551,1,Emitter_2
0.137123,0.307589,0.458508,0.65969,0.391105,0,Emitter_1
0.137974,0.660738,0.458508,0.299937,0.561005,1,Emitter_2
0.138124,0.307589,0.458508,0.652316,0.379627,0,Emitter_1
0.139125,0.307589,0.458508,0.658484,0.39016,0,Emitter_1
0.139225,0.660738,0.458508,0.299916,0.560808,1,Emitter_2
0.140126,0.307589,0.458508,0.65624,0.374783,0,Emitter_1
0.140476,0.660738,0.458508,0.296173,0.568686,1,Emitter_2
0.141127,0.307589,0.458508,0.657652,0.391628,0,Emitter_1
0.141728,0.660738,0.458508,0.300121,0.571329,1,Emitter_2
0.142128,0.307589,0.458508,0.651219,0.384535,0,Emitter_1
0.142979,0.660738,0.458508,0.306543,0.569015,1,Emitter_2
0.143129,0.307589,0.458508,0.655557,0.388549,0,Emitter_1
0.14413,0.307589,0.458508,0.653802,0.387356,0,Emitter_1
0.14423,0.660738,0.458508,0.301175,0.558635,1,Emitter_2
0.145131,0.307589,0.458508,0.653929,0.389317,0,Emitter_1
0.145481,0.660738,0.458508,0.295582,0.579015,1,Emitter_2
0.146132,0.307589,0.458508,0.659369,0.368486,0,Emitter_1
0.146732,0.660738,0.458508,0.296729,0.558893,1,Emitter_2
0.147132,0.307589,0.458508,0.653977,0.389501,0,Emitter_1
0.147983,0.660738,0.458508,0.299521,0.566199,1,Emitter_2
0.148133,0.307589,0.458508,0.655658,0.385298,0,Emitter_1
0.148502,0.321502,0.674017,0.0642947,0.753825,1,Noise
0.149134,0.307589,0.458508,0.649179,0.39066,0,Emitter_1
0.149234,0.660738,0.458508,0.296796,0.564554,1,Emitter_2
0.150135,0.307589,0.458508,0.660176,0.376397,0,Emitter_1
0.150485,0.660738,0.458508,0.303525,0.560716,1,Emitter_2
0.151136,0.307589,0.458508,0.65745,0.38563,0,Emitter_1
0.151737,0.660738,0.458508,0.295245,0.574112,1,Emitter_2
0.152137,0.307589,0.458508,0.654531,0.380081,0,Emitter_1
0.152931,0.891903,0.458508,0.0711833,0.83359,1,Noise
0.152988,0.660738,0.458508,0.301198,0.562136,1,Emitter_2
0.153138,0.307589,0.458508,0.653668,0.398106,0,Emitter_1
0.154139,0.307589,0.458508,0.656563,0.401418,0,Emitter_1
0.154239,0.660738,0.458508,0.29465,0.561186,1,Emitter_2
0.15514,0.307589,0.458508,0.658441,0.391511,0,Emitter_1
0.15549,0.660738,0.458508,0.299471,0.57582,1,Emitter_2
0.156141,0.307589,0.458508,0.660229,0.391511,0,Emitter_1
0.156741,0.660738,0.458508,0.296373,0.566242,1,Emitter_2
0.157141,0.307589,0.458508,0.657338,0.385875,0,Emitter_1
0.157992,0.660738,0.458508,0.301775,0.548649,1,Emitter_2
0.158142,0.307589,0.458508,0.654934,0.382806,0,Emitter_1
0.159143,0.307589,0.458508,0.657847,0.379121,0,Emitter_1
0.159243,0.660738,0.458508,0.302907,0.557834,1,Emitter_2
0.160144,0.307589,0.458508,0.657193,0.386687,0,Emitter_1
0.160494,0.660738,0.458508,0.300692,0.56878,1,Emitter_2
0.161145,0.307589,0.458508,0.658421,0.393901,0,Emitter_1
0.161746,0.660738,0.458508,0.303067,0.571112,1,Emitter_2
0.162146,0.307589,0.458508,0.660471,0.393745,0,Emitter_1
0.162997,0.660738,0.458508,0.292141,0.56088,1,Emitter_2
0.163147,0.307589,0.458508,0.649762,0.387635,0,Emitter_1
0.164148,0.307589,0.458508,0.651025,0.384177,0,Emitter_1
0.164248,0.660738,0.458508,0.30008,0.565397,1,Emitter_2
0.165149,0.307589,0.458508,0.659494,0.393033,0,Emitter_1
0.165378,0.942883,0.227179,0.522362,0.927295,1,Noise
0.165499,0.660738,0.458508,0.301151,0.572937,1,Emitter_2
0.16615,0.307589,0.458508,0.652518,0.380383,0,Emitter_1
0.16675,0.660738,0.458508,0.301565,0.565249,1,Emitter_2
0.167125,0.65424,0.196131,0.342021,0.692669,1,Noise
0.16715,0.307589,0.458508,0.654828,0.378828,0,Emitter_1
0.168001,0.660738,0.458508,0.293817,0.563403,1,Emitter_2
0.168151,0.307589,0.458508,0.652605,0.390538,0,Emitter_1
0.169152,0.307589,0.458508,0.65837,0.39281,0,Emitter_1
0.169252,0.660738,0.458508,0.300958,0.558538,1,Emitter_2
0.170153,0.307589,0.458508,0.647492,0.390479,0,Emitter_1
0.170503,0.660738,0.458508,0.301637,0.573849,1,Emitter_2
0.171154,0.307589,0.458508,0.654951,0.391319,0,Emitter_1
0.171755,0.660738,0.458508,0.300044,0.543422,1,Emitter_2
0.172155,0.307589,0.458508,0.659825,0.372342,0,Emitter_1
0.173006,0.660738,0.458508,0.29561,0.581341,1,Emitter_2
0.173156,0.307589,0.458508,0.652859,0.392675,0,Emitter_1
0.174157,0.307589,0.458508,0.649733,0.399455,0,Emitter_1
0.174257,0.660738,0.458508,0.297919,0.551692,1,Emitter_2
0.175158,0.307589,0.458508,0.655886,0.394634,0,Emitter_1
0.175508,0.660738,0.458508,0.303543,0.566993,1,Emitter_2
0.176159,0.307589,0.458508,0.652922,0.394381,0,Emitter_1
0.176759,0.660738,0.458508,0.303132,0.569013,1,Emitter_2
0.177159,0.307589,0.458508,0.658097,0.389933,0,Emitter_1
0.17801,0.660738,0.458508,0.301091,0.569671,1,Emitter_2
0.17816,0.307589,0.458508,0.655464,0.390219,0,Emitter_1
0.179161,0.307589,0.458508,0.651999,0.387017,0,Emitter_1
0.179261,0.660738,0.458508,0.301846,0.584336,1,Emitter_2
0.180162,0.307589,0.458508,0.654243,0.391084,0,Emitter_1
0.180512,0.660738,0.458508,0.302709,0.554785,1,Emitter_2
0.181163,0.307589,0.458508,0.65788,0.380038,0,Emitter_1
0.181764,0.660738,0.458508,0.301054,0.575634,1,Emitter_2
0.182164,0.307589,0.458508,0.65433,0.399495,0,Emitter_1
0.183015,0.660738,0.458508,0.30344,0.563622,1,Emitter_2
0.183165,0.307589,0.458508,0.652377,0.381848,0,Emitter_1
0.183645,0.238335,0.458508,0.317163,0.00338079,0,Noise
0.184166,0.307589,0.458508,0.655362,0.394616,0,Emitter_1
0.184266,0.660738,0.458508,0.303321,0.573997,1,Emitter_2
0.185167,0.307589,0.458508,0.65476,0.398328,0,Emitter_1
0.185517,0.660738,0.458508,0.307764,0.561145,1,Emitter_2
0.186168,0.307589,0.458508,0.657428,0.394595,0,Emitter_1
0.186768,0.660738,0.458508,0.298042,0.564547,1,Emitter_2
0.187168,0.307589,0.458508,0.656473,0.405979,0,Emitter_1
0.188019,0.660738,0.458508,0.298097,0.560073,1,Emitter_2
0.188169,0.307589,0.458508,0.654076,0.372799,0,Emitter_1
0.18917,0.307589,0.458508,0.659788,0.384642,0,Emitter_1
0.18927,0.660738,0.458508,0.290924,0.563561,1,Emitter_2
0.190171,0.307589,0.458508,0.655065,0.39818,0,Emitter_1
0.190521,0.660738,0.458508,0.30081,0.563112,1,Emitter_2
0.191172,0.307589,0.458508,0.649667,0.37856,0,Emitter_1
0.191773,0.660738,0.458508,0.305753,0.566993,1,Emitter_2
0.192173,0.307589,0.458508,0.64967,0.382065,0,Emitter_1
0.193024,0.660738,0.458508,0.303719,0.568893,1,Emitter_2
0.193174,0.307589,0.458508,0.656112,0.392164,0,Emitter_1
0.194175,0.307589,0.458508,0.655596,0.377326,0,Emitter_1
0.194275,0.660738,0.458508,0.302253,0.56903,1,Emitter_2
0.195176,0.307589,0.458508,0.647433,0.388564,0,Emitter_1
0.195526,0.660738,0.458508,0.303964,0.56732,1,Emitter_2
0.196177,0.307589,0.458508,0.653235,0.391666,0,Emitter_1
0.196777,0.660738,0.458508,0.30121,0.569697,1,Emitter_2
0.197177,0.307589,0.458508,0.65694,0.389208,0,Emitter_1
0.198028,0.660738,0.458508,0.298734,0.569993,1,Emitter_2
0.198178,0.307589,0.458508,0.657124,0.389905,0,Emitter_1
0.199179,0.307589,0.458508,0.656397,0.38275,0,Emitter_1
0.199279,0.660738,0.458508,0.306697,0.56482,1,Emitter_2
0.20018,0.307589,0.458508,0.654158,0.389654,0,Emitter_1
0.20053,0.660738,0.458508,0.300968,0.576525,1,Emitter_2
0.201181,0.307589,0.458508,0.657314,0.385132,0,Emitter_1
0.201782,0.660738,0.458508,0.303243,0.56698,1,Emitter_2
0.202182,0.307589,0.458508,0.656369,0.38611,0,Emitter_1
0.203033,0.660738,0.458508,0.292121,0.570849,1,Emitter_2
0.203183,0.307589,0.458508,0.654353,0.394503,0,Emitter_1
0.204184,0.307589,0.458508,0.648434,0.378217,0,Emitter_1
0.204284,0.660738,0.458508,0.292639,0.578151,1,Emitter_2
0.205185,0.307589,0.458508,0.650046,0.370271,0,Emitter_1
0.205535,0.660738,0.458508,0.300179,0.574549,1,Emitter_2
0.206186,0.307589,0.458508,0.652583,0.393888,0,Emitter_1
0.206786,0.660738,0.458508,0.296797,0.554997,1,Emitter_2
0.207186,0.307589,0.458508,0.653825,0.389662,0,Emitter_1
0.208037,0.660738,0.458508,0.300467,0.566633,1,Emitter_2
0.208187,0.307589,0.458508,0.658162,0.398318,0,Emitter_1
0.209188,0.307589,0.458508,0.654506,0.398517,0,Emitter_1
0.209288,0.660738,0.458508,0.298093,0.567539,1,Emitter_2
0.210189,0.307589,0.458508,0.655015,0.381733,0,Emitter_1
0.210539,0.660738,0.458508,0.308379,0.573285,1,Emitter_2
0.21119,0.307589,0.458508,0.652848,0.376805,0,Emitter_1
0.211668,0.117088,0.567696,0.653948,0.642384,0,Noise
0.211791,0.660738,0.458508,0.302957,0.573356,1,Emitter_2
0.212191,0.307589,0.458508,0.651921,0.385405,0,Emitter_1
0.213042,0.660738,0.458508,0.304314,0.565435,1,Emitter_2
0.213192,0.307589,0.458508,0.65726,0.401329,0,Emitter_1
0.214193,0.307589,0.458508,0.650361,0.391156,0,Emitter_1
0.214293,0.660738,0.458508,0.293159,0.565445,1,Emitter_2
0.215194,0.307589,0.458508,0.65144,0.391784,0,Emitter_1
0.215544,0.660738,0.458508,0.302206,0.559463,1,Emitter_2
